,fecha,confirmados_minsal,fecha_media_movil,media_movil,R0,Alpha,Beta,Gamma,S,E,I,Ia,R
0,2020-11-04,23141,2020-11-01,22560.85714285714,0.7790746516233693,0.3333333333333333,0.11129637880333847,0.14285714285714285,626226.1159211039,632.8840788961728,1476.729517424403,23141.0,21664.270482575597
1,2020-11-05,23387,2020-11-02,22756.14285714286,0.7790746516233693,0.3333333333333333,0.11129637880333847,0.14285714285714285,626067.6182544101,580.420385957894,1476.729517424403,23351.961359632056,21875.231842207653
2,2020-11-06,23617,2020-11-03,22950.85714285714,0.7790746516233693,0.3333333333333333,0.11129637880333847,0.14285714285714285,625909.1735045088,545.3916738732737,1459.24161977831,23545.43482161802,22086.19320183971
3,2020-11-07,23706,2020-11-04,23141.85714285714,0.7790746516233693,0.3333333333333333,0.11129637880333847,0.14285714285714285,625752.6531740997,520.1147796579158,1432.5757558629762,23727.232046242447,22294.65629037947
4,2020-11-08,23789,2020-11-05,23331.428571428572,0.7790746516233693,0.3333333333333333,0.11129637880333847,0.14285714285714285,625599.0374665045,500.35889403386705,1401.293669673285,23900.603639461748,22499.309969788465
5,2020-11-09,23975,2020-11-06,23509.0,0.7790746516233693,0.3333333333333333,0.11129637880333847,0.14285714285714285,625448.817607281,483.7924552460639,1367.8951577312478,24067.38993747304,22699.49477974179
6,2020-11-10,24214,2020-11-07,23689.85714285714,0.7790746516233693,0.3333333333333333,0.11129637880333847,0.14285714285714285,625302.2170471901,469.12886358828814,1333.7457155183288,24228.654089221727,22894.908373703398
7,2020-11-11,24454,2020-11-08,23877.428571428572,0.7790746516233693,0.3333333333333333,0.11129637880333847,0.14285714285714285,625159.3130940684,455.6565288471166,1299.5869011641873,24385.03037708449,23085.443475920303
8,2020-11-12,24624,2020-11-09,24054.14285714286,0.7790746516233693,0.3333333333333333,0.11129637880333847,0.14285714285714285,625020.1037908534,442.9803224463954,1265.817139185009,24536.915886700197,23271.09874751519
9,2020-11-13,24754,2020-11-10,24216.571428571428,0.7790746516233693,0.3333333333333333,0.11129637880333847,0.14285714285714285,624884.5446798616,430.8793259560747,1232.646226783568,24684.575994182327,23451.92976739876
10,2020-11-14,24844,2020-11-11,24379.14285714286,0.7790746516233693,0.3333333333333333,0.11129637880333847,0.14285714285714285,624752.5690033229,419.2285605094533,1200.180350656988,24828.20243616769,23628.0220855107
11,2020-11-15,24892,2020-11-12,24536.714285714286,0.7790746516233693,0.3333333333333333,0.11129637880333847,0.14285714285714285,624624.0987926411,407.95591768806594,1168.4688683519978,24967.94528967084,23799.476421318843
12,2020-11-16,25050,2020-11-13,24690.285714285714,0.7790746516233693,0.3333333333333333,0.11129637880333847,0.14285714285714285,624499.0509456445,397.01845878863014,1137.5300501977345,25103.93059556686,23966.400545369128
13,2020-11-17,25233,2020-11-14,24835.85714285714,0.7790746516233693,0.3333333333333333,0.11129637880333847,0.14285714285714285,624377.340546816,386.3893713542766,1107.3652435752206,25236.270081829738,24128.90483825452
14,2020-11-18,25376,2020-11-15,24967.571428571428,0.7790746516233693,0.3333333333333333,0.11129637880333847,0.14285714285714285,624258.8826710434,376.05079000878453,1077.9666658968526,25365.06653894783,24287.09987305098
15,2020-11-19,25492,2020-11-16,25091.571428571428,0.7790746516233693,0.3333333333333333,0.11129637880333847,0.14285714285714285,624143.5933533857,365.98984433024106,1049.3216912478497,25490.416802284093,24441.095111036244
16,2020-11-20,25608,2020-11-17,25213.571428571428,0.7790746516233693,0.3333333333333333,0.11129637880333847,0.14285714285714285,624031.390100355,356.1964825841126,1021.4152072749039,25612.413417060838,24590.998209785936
17,2020-11-21,25710,2020-11-18,25337.285714285714,0.7790746516233693,0.3333333333333333,0.11129637880333847,0.14285714285714285,623922.1921493193,346.6622727584773,994.2309099541457,25731.14557792221,24736.914667968063
18,2020-11-22,25752,2020-11-19,25460.14285714286,0.7790746516233693,0.3333333333333333,0.11129637880333847,0.14285714285714285,623815.9205897042,337.3797414540878,967.7520137373317,25846.699668841702,24878.94765510437
19,2020-11-23,25812,2020-11-20,25569.0,0.7790746516233693,0.3333333333333333,0.11129637880333847,0.14285714285714285,623712.4984085478,328.34200879238676,941.9616398785993,25959.15958265973,25017.19794278113
20,2020-11-24,25942,2020-11-21,25670.285714285714,0.7790746516233693,0.3333333333333333,0.11129637880333847,0.14285714285714285,623611.8504948266,319.5425862495264,916.8430275886425,26068.60691892386,25151.763891335217
21,2020-11-25,26087,2020-11-22,25771.85714285714,0.7790746516233693,0.3333333333333333,0.11129637880333847,0.14285714285714285,623513.9036214907,310.97526416890594,892.3796476353452,26175.121114340367,25282.74146670502
22,2020-11-26,26254,2020-11-23,25880.714285714286,0.7790746516233693,0.3333333333333333,0.11129637880333847,0.14285714285714285,623418.5864156305,302.634048639465,868.5552622199313,26278.779535730002,25410.22427351007
23,2020-11-27,26378,2020-11-24,25990.714285714286,0.7790746516233693,0.3333333333333333,0.11129637880333847,0.14285714285714285,623325.829322504,294.5131255528204,845.3539552588104,26379.657551943157,25534.303596684345
24,2020-11-28,26452,2020-11-25,26096.714285714286,0.7790746516233693,0.3333333333333333,0.11129637880333847,0.14285714285714285,623235.5645665776,286.60683962831877,822.760146358492,26477.828593794096,25655.068447435606
25,2020-11-29,26506,2020-11-26,26204.428571428572,0.7790746516233693,0.3333333333333333,0.11129637880333847,0.14285714285714285,623147.7261113107,278.909681685735,800.7585958024328,26573.364207003535,25772.605611201103
26,2020-11-30,26603,2020-11-27,26317.428571428572,0.7790746516233693,0.3333333333333333,0.11129637880333847,0.14285714285714285,623062.2496186338,271.41628046739845,779.3344045830445,26666.33410089878,25886.999696315735
27,2020-12-01,26783,2020-11-28,26437.571428571428,0.7790746516233693,0.3333333333333333,0.11129637880333847,0.14285714285714285,622979.0724086371,264.1213969748846,758.473011703171,26756.806194387915,25998.333182684742
28,2020-12-02,26909,2020-11-29,26555.0,0.7790746516233693,0.3333333333333333,0.11129637880333847,0.14285714285714285,622898.1334197528,257.019920200919,738.1601899752986,26844.846660046205,26106.68647007091
29,2020-12-03,27039,2020-11-30,26667.14285714286,0.7790746516233693,0.3333333333333333,0.11129637880333847,0.14285714285714285,622819.3731695791,250.10686364102668,718.3820409981814,26930.519966779848,26212.137925781666
30,2020-12-04,27141,2020-12-01,26776.14285714286,0.7790746516233693,0.3333333333333333,0.11129637880333847,0.14285714285714285,622742.7337164263,243.3773622467701,699.1249896883073,27013.888921326856,26314.76393163855
31,2020-12-05,27201,2020-12-02,26883.14285714286,0.7790746516233693,0.3333333333333333,0.11129637880333847,0.14285714285714285,622668.1586216225,236.82666963501123,680.3757785769963,27095.01470874245,26414.638930165453
32,2020-12-06,27248,2020-12-03,26989.14285714286,0.7790746516233693,0.3333333333333333,0.11129637880333847,0.14285714285714285,622595.5929125942,230.4501554515769,662.1214619919529,27173.95693195412,26511.835469962167
33,2020-12-07,27306,2020-12-04,27089.571428571428,0.7790746516233693,0.3333333333333333,0.11129637880333847,0.14285714285714285,622524.9830467281,224.2433028338611,644.3494001912471,27250.77365043798,26606.42425024673
