,fecha,confirmados_minsal,fecha_media_movil,media_movil,R0,Alpha,Beta,Gamma,S,E,I,Ia,R
0,2020-11-11,24454,2020-11-08,23877.428571428572,1.1074710223348303,0.3333333333333333,0.1582101460478329,0.14285714285714285,625176.6699682175,369.3300317824826,861.7700741591258,24454.0,23592.229925840875
1,2020-11-12,24624,2020-11-09,24054.14285714286,1.1074710223348303,0.3333333333333333,0.1582101460478329,0.14285714285714285,625045.4614645746,377.4285248312874,861.7700741591258,24577.110010594162,23715.339936435037
2,2020-11-13,24754,2020-11-10,24216.571428571428,1.1074710223348303,0.3333333333333333,0.1582101460478329,0.14285714285714285,624914.2788628597,382.80161826900917,864.4695718420608,24702.919518871262,23838.4499470292
3,2020-11-14,24844,2020-11-11,24379.14285714286,1.1074710223348303,0.3333333333333333,0.1582101460478329,0.14285714285714285,624782.7118614379,386.7680802678682,868.5744581447694,24830.520058294263,23961.945600149495
4,2020-11-15,24892,2020-11-12,24536.714285714286,1.1074710223348303,0.3333333333333333,0.1582101460478329,0.14285714285714285,624650.547145486,390.01010279712716,873.4150861181394,24959.442751716888,24086.027665598747
5,2020-11-16,25050,2020-11-13,24690.285714285714,1.1074710223348303,0.3333333333333333,0.1582101460478329,0.14285714285714285,624517.6733164759,392.8805642081247,878.644869986019,25089.44611931593,24210.80124932991
6,2020-11-17,25233,2020-11-14,24835.85714285714,1.1074710223348303,0.3333333333333333,0.1582101460478329,0.14285714285714285,624384.0317165519,395.5619760628134,884.0843623431055,25220.406307385307,24336.3219450422
7,2020-11-18,25376,2020-11-15,24967.571428571428,1.1074710223348303,0.3333333333333333,0.1582101460478329,0.14285714285714285,624249.590991905,398.1487086887885,889.6405883150281,25352.260299406244,24462.619711091214
8,2020-11-19,25492,2020-11-16,25091.571428571428,1.1074710223348303,0.3333333333333333,0.1582101460478329,0.14285714285714285,624114.3339351994,400.6895291647005,895.2653119281916,25484.97653563584,24589.711223707647
9,2020-11-20,25608,2020-11-17,25213.571428571428,1.1074710223348303,0.3333333333333333,0.1582101460478329,0.14285714285714285,623978.250679523,403.2096084528856,900.9334437552549,25618.53971202407,24717.606268268817
10,2020-11-21,25710,2020-11-18,25337.285714285714,1.1074710223348303,0.3333333333333333,0.1582101460478329,0.14285714285714285,623841.3351778649,405.72190729331237,906.6318688935613,25752.9429148417,24846.31104594814
11,2020-11-22,25752,2020-11-19,25460.14285714286,1.1074710223348303,0.3333333333333333,0.1582101460478329,0.14285714285714285,623703.5833821999,408.2330671938538,912.353666244633,25888.183550606136,24975.829884361505
12,2020-11-23,25812,2020-11-20,25569.0,1.1074710223348303,0.3333333333333333,0.1582101460478329,0.14285714285714285,623564.9923018133,410.74645851573376,918.0951172743033,26024.261239670755,25106.16612239645
13,2020-11-24,25942,2020-11-21,25670.285714285714,1.1074710223348303,0.3333333333333333,0.1582101460478329,0.14285714285714285,623425.5595164951,413.263757662105,923.8541581213142,26161.176725842666,25237.322567721352
14,2020-11-25,26087,2020-11-22,25771.85714285714,1.1074710223348303,0.3333333333333333,0.1582101460478329,0.14285714285714285,623285.2829250651,415.78576320469926,929.6295785627806,26298.931311730033,25369.301733167253
15,2020-11-26,26254,2020-11-23,25880.714285714286,1.1074710223348303,0.3333333333333333,0.1582101460478329,0.14285714285714285,623144.1606156578,418.3128182104466,935.4206074553784,26437.526566131597,25502.10595867622
16,2020-11-27,26378,2020-11-24,25990.714285714286,1.1074710223348303,0.3333333333333333,0.1582101460478329,0.14285714285714285,623002.1907990043,420.845028793767,941.226698174759,26576.964172201748,25635.737474026988
17,2020-11-28,26452,2020-11-25,26096.714285714286,1.1074710223348303,0.3333333333333333,0.1582101460478329,0.14285714285714285,622859.3717743133,423.38237722021745,947.0474175572396,26717.245848466333,25770.198430909095
18,2020-11-29,26506,2020-11-26,26204.428571428572,1.1074710223348303,0.3333333333333333,0.1582101460478329,0.14285714285714285,622715.7019120194,425.9247804406517,952.8823884081827,26858.37330753974,25905.490919131556
19,2020-11-30,26603,2020-11-27,26317.428571428572,1.1074710223348303,0.3333333333333333,0.1582101460478329,0.14285714285714285,622571.1796452618,428.4721203847069,958.7312597348499,27000.34823435329,26041.61697461844
20,2020-12-01,26783,2020-11-28,26437.571428571428,1.1074710223348303,0.3333333333333333,0.1582101460478329,0.14285714285714285,622425.8034658795,431.0242596387675,964.5936913295355,27143.172274481527,26178.57858315199
21,2020-12-02,26909,2020-11-29,26555.0,1.1074710223348303,0.3333333333333333,0.1582101460478329,0.14285714285714285,622279.5719227457,433.5810495597236,970.4693457810957,27286.84702769445,26316.377681913353
22,2020-12-03,27039,2020-11-30,26667.14285714286,1.1074710223348303,0.3333333333333333,0.1582101460478329,0.14285714285714285,622132.4836213116,436.14233447389586,976.3578843322755,27431.374044214357,26455.01615988208
23,2020-12-04,27141,2020-12-01,26776.14285714286,1.1074710223348303,0.3333333333333333,0.1582101460478329,0.14285714285714285,621984.5372237776,438.7079538499268,982.2589647284872,27576.754822372324,26594.495857643837
24,2020-12-05,27201,2020-12-02,26883.14285714286,1.1074710223348303,0.3333333333333333,0.1582101460478329,0.14285714285714285,621835.7314495876,441.2777434232676,988.1722400982028,27722.990806988968,26734.818566890764
25,2020-12-06,27248,2020-12-03,26989.14285714286,1.1074710223348303,0.3333333333333333,0.1582101460478329,0.14285714285714285,621686.0650760914,443.85153577829817,994.0973583681201,27870.083388130057,26875.986029761938
26,2020-12-07,27306,2020-12-04,27089.571428571428,1.1074710223348303,0.3333333333333333,0.1582101460478329,0.14285714285714285,621535.5369392936,446.4291606500317,1000.0339619559168,28018.033900056158,27017.99993810024
27,2020-12-08,27360,2020-12-05,27172.0,1.1074710223348303,0.3333333333333333,0.1582101460478329,0.14285714285714285,621384.1459346459,449.0104450810094,1005.9816876074631,28166.843620272834,27160.86193266537
28,2020-12-09,27498,2020-12-06,27256.14285714286,1.1074710223348303,0.3333333333333333,0.1582101460478329,0.14285714285714285,621231.891017863,451.5952135035939,1011.9401663095906,28316.513768633173,27304.57360232358
29,2020-12-10,27650,2020-12-07,27343.428571428572,1.1074710223348303,0.3333333333333333,0.21428571428571427,0.14285714285714285,621078.771205748,454.1832877840138,1017.9090232427518,28467.0455064677,27449.13648322495
